remark,"CSV-Import-Export"
remark,"Date = Wed Nov 10 15:17:32 2021"
remark,"Version = RSLogix 5000 v16.04"
remark,"Owner = Carlos Rodriguez"
remark,"Company = Personal"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
COMMENT,,AI_A5_2_4PT1_FLT,"Distributor Actuation Instrument Air Supply Pressure - MinMin Fault Alarm",,"AI_A5_2_4PT1_FLT.SIGNAL_0_7.4"
COMMENT,,AI_A5_2_4PT1_FLT,"Distributor Actuation Instrument Air Supply Pressure - has a Fault Alarm Active",,"AI_A5_2_4PT1_FLT.ST_CFLT"
COMMENT,,AI_A5_2_4PT1_FLT,"Distributor Actuation Instrument Air Supply Pressure - has a Warning Alarm Active",,"AI_A5_2_4PT1_FLT.ST_CWRN"
TAG,,AI_A5_2_4PT1_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT01,"tuyere 01 brightness","UDT_zzAnaIN","",""
COMMENT,,AI_A5_2_5RT01,"MIN$Ntuyere 01 brightness",,"AI_A5_2_5RT01.MIN"
COMMENT,,AI_A5_2_5RT01,"MAX$Ntuyere 01 brightness",,"AI_A5_2_5RT01.MAX"
COMMENT,,AI_A5_2_5RT01,"smooth$Ntuyere 01 brightness",,"AI_A5_2_5RT01.SMOOTH"
TAG,,AI_A5_2_5RT01_FLT,"tuyere 01 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT01_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT02,"tuyere 02 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT02_FLT,"tuyere 02 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT02_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT03,"tuyere 03 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT03_FLT,"tuyere 03 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT03_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT04,"tuyere 04 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT04_FLT,"tuyere 04 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT04_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT05,"tuyere 05 brightness","UDT_zzAnaIN","",""
COMMENT,,AI_A5_2_5RT05,"MIN $Ntuyere 05 brightness",,"AI_A5_2_5RT05.MIN"
COMMENT,,AI_A5_2_5RT05,"MAX$Ntuyere 05 brightness",,"AI_A5_2_5RT05.MAX"
COMMENT,,AI_A5_2_5RT05,"smooth$Ntuyere 05 brightness",,"AI_A5_2_5RT05.SMOOTH"
TAG,,AI_A5_2_5RT05_FLT,"tuyere 05 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT05_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT06,"tuyere 06 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT06_FLT,"tuyere 06 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT06_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT07,"tuyere 07 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT07_FLT,"tuyere 07 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT07_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT08,"tuyere 08 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT08_FLT,"tuyere 08 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT08_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT09,"tuyere 09 brightness","UDT_zzAnaIN","",""
COMMENT,,AI_A5_2_5RT09,"MIN$Ntuyere 09 brightness",,"AI_A5_2_5RT09.MIN"
COMMENT,,AI_A5_2_5RT09,"MAX$Ntuyere 09 brightness",,"AI_A5_2_5RT09.MAX"
COMMENT,,AI_A5_2_5RT09,"smooth$Ntuyere 09 brightness",,"AI_A5_2_5RT09.SMOOTH"
TAG,,AI_A5_2_5RT09_FLT,"tuyere 09 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT09_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT10,"tuyere 10 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT10_FLT,"tuyere 10 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT10_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT11,"tuyere 11 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT11_FLT,"tuyere 11 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT11_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT12,"tuyere 12 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT12_FLT,"tuyere 12 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT12_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT13,"tuyere 13 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT13_FLT,"tuyere 13 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT13_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT14,"tuyere 14 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT14_FLT,"tuyere 14 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT14_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT15,"tuyere 15 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT15_FLT,"tuyere 15 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT15_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT16,"tuyere 16 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT16_FLT,"tuyere 16 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT16_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT17,"tuyere 17 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT17_FLT,"tuyere 17 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT17_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT18,"tuyere 18 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT18_FLT,"tuyere 18 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT18_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT19,"tuyere 19 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT19_FLT,"tuyere 19 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT19_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT20,"tuyere 20 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT20_FLT,"tuyere 20 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT20_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT21,"tuyere 21 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT21_FLT,"tuyere 21 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT21_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT22,"tuyere 22 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT22_FLT,"tuyere 22 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT22_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT23,"tuyere 23 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT23_FLT,"tuyere 23 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT23_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT24,"tuyere 24 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT24_FLT,"tuyere 24 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT24_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT25,"tuyere 25 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT25_FLT,"tuyere 25 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT25_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT26,"tuyere 26 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT26_FLT,"tuyere 26 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT26_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT27,"tuyere 27 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT27_FLT,"tuyere 27 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT27_LIMIT,"","UDT_zzLIMIT","",""
TAG,,AI_A5_2_5RT28,"tuyere 28 brightness","UDT_zzAnaIN","",""
TAG,,AI_A5_2_5RT28_FLT,"tuyere 28 brightness","UDT_zzFLT","",""
TAG,,AI_A5_2_5RT28_LIMIT,"","UDT_zzLIMIT","",""
TAG,,Always_OFF,"Always OFF$NFlag","BOOL","","(RADIX := Decimal)"
TAG,,Always_ON,"Always ON$NFlag","BOOL","","(RADIX := Decimal)"
TAG,,AO_A5_2_3VC11_SET,"set value","REAL","","(RADIX := Float)"
TAG,,AO_R2_S4_Ch1_SCL,"BF5 PCI Coal Injection Rate Scaled Value - Analog Output R2 S4 Ch1","REAL","","(RADIX := Float)"
TAG,,AO_R2_S4_Ch2_SCL,"N2 Flow Rate to BF5 Scaled Value - Analog Output R2 S4 Ch2","REAL","","(RADIX := Float)"
TAG,,AO_R2_S4_Ch3_SCL,"$QSpare$Q Scaled Value - Analog Output R2 S4 Ch3","REAL","","(RADIX := Float)"
TAG,,BSL_Date_Time,"BSL Master Clock - From BF5","DINT[7]","","(RADIX := Decimal)"
COMMENT,,BSL_Date_Time,"BSL Master Clock - From BF5 -$NYear",,"BSL_Date_Time[0]"
COMMENT,,BSL_Date_Time,"BSL Master Clock - From BF5 -$NMonth (1-12)",,"BSL_Date_Time[1]"
COMMENT,,BSL_Date_Time,"BSL Master Clock - From BF5 -$NDay (1-31)",,"BSL_Date_Time[2]"
COMMENT,,BSL_Date_Time,"BSL Master Clock - From BF5 -$NHour (0-23)",,"BSL_Date_Time[3]"
COMMENT,,BSL_Date_Time,"BSL Master Clock - From BF5 -$NMinutes (0-59)",,"BSL_Date_Time[4]"
COMMENT,,BSL_Date_Time,"BSL Master Clock - From BF5 -$NSeconds (0-59)",,"BSL_Date_Time[5]"
TAG,,CCCW_Healthy1_Calc,"BF5 CCCW Closed Circ. Cooling Water Pumps are healthy","BOOL","","(RADIX := Decimal)"
TAG,,CCCW_Healthy2_Calc,"BF5 CCCW Closed Circ. Cooling Water Tanks are healthy","BOOL","","(RADIX := Decimal)"
TAG,,Com2Booster1_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,Com2Booster2_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,Com2Common_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,Com2DistBF6_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,Com2Mill1_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,Com2Mill2_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,Com2PCIBF5_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,Com2PCIBF6_ok,"","BOOL","","(RADIX := Decimal)"
TAG,,ComPD_A5_2_3FT3_MAX,"","REAL","","(RADIX := Float)"
TAG,,ComPD_A5_2_3FT3_MIN,"","REAL","","(RADIX := Float)"
TAG,,ComPD_A5_2_3PT3_MIN,"","REAL","","(RADIX := Float)"
TAG,,ComPD_A5_2_3PT3_MINMIN,"","REAL","","(RADIX := Float)"
TAG,,ComPD_A5_2_3TT3_MAX,"","REAL","","(RADIX := Float)"
TAG,,ComPD_A5_2_3TT3_MAXMAX,"","REAL","","(RADIX := Float)"
TAG,,ComSup,"","UDT_zzFLT","",""
TAG,,ComSupBF5,"","UDT_zzFLT","",""
COMMENT,,ComSupBF5,"HWS flow deviation alarm signal$N",,"ComSupBF5.SIGNAL_0_7.3"
COMMENT,,ComSupBF5,"HWS pressure deviaton alarm signal$N",,"ComSupBF5.SIGNAL_0_7.4"
TAG,,Com_A5_2_3FT3_MIN_EN,"","BOOL","","(RADIX := Decimal)"
TAG,,Copy_Trig_Rdig,"","BOOL","","(RADIX := Decimal)"
TAG,,DF1_BF5toPCI_ana,"","INT[18]","","(RADIX := Decimal, PLCMappingFile := 7, IncludeConnectionStatus := false)"
COMMENT,,DF1_BF5toPCI_ana,"Hot blast temperature-Instanteous Value",,"DF1_BF5toPCI_ana[0]"
COMMENT,,DF1_BF5toPCI_ana,"Net Cold Blast Volumne-Value Serial",,"DF1_BF5toPCI_ana[1]"
COMMENT,,DF1_BF5toPCI_ana,"Hot Blast Pressure-Value Serial",,"DF1_BF5toPCI_ana[2]"
COMMENT,,DF1_BF5toPCI_ana,"Constant coal flow rate setpoint",,"DF1_BF5toPCI_ana[3]"
COMMENT,,DF1_BF5toPCI_ana,"Ratio coal to hot blast setpoint",,"DF1_BF5toPCI_ana[4]"
COMMENT,,DF1_BF5toPCI_ana,"Blast furnace gas CV",,"DF1_BF5toPCI_ana[5]"
COMMENT,,DF1_BF5toPCI_ana,"BHP Master-Hour",,"DF1_BF5toPCI_ana[6]"
COMMENT,,DF1_BF5toPCI_ana,"BHP Master-Secs",,"DF1_BF5toPCI_ana[7]"
COMMENT,,DF1_BF5toPCI_ana,"BHP Master-Month / Day",,"DF1_BF5toPCI_ana[8]"
COMMENT,,DF1_BF5toPCI_ana,"Maximum PCI delivery capacity",,"DF1_BF5toPCI_ana[9]"
COMMENT,,DF1_BF5toPCI_ana,"RWS Cooling System-Supply Flow Rate",,"DF1_BF5toPCI_ana[10]"
COMMENT,,DF1_BF5toPCI_ana,"RWS Cooling System-Return Flow Rate",,"DF1_BF5toPCI_ana[11]"
COMMENT,,DF1_BF5toPCI_ana,"RWS Cooling System-Difference Between Supply and Return Flow Rate",,"DF1_BF5toPCI_ana[12]"
COMMENT,,DF1_BF5toPCI_ana,"BHP Master-Year Four Digits",,"DF1_BF5toPCI_ana[13]"
TAG,,DF1_BF5toPCI_dig,"","INT[31]","","(RADIX := Decimal, PLCMappingFile := 9, IncludeConnectionStatus := false)"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 Auto Mode Order",,"DF1_BF5toPCI_dig[1].0"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 Manual Mode Order",,"DF1_BF5toPCI_dig[1].1"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 Pre-Select Mode Order",,"DF1_BF5toPCI_dig[1].2"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 De-Select Mode Order",,"DF1_BF5toPCI_dig[1].3"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 Start Line Selection Order",,"DF1_BF5toPCI_dig[1].4"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 De-Select Line Selection Order",,"DF1_BF5toPCI_dig[1].5"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 Start Injection Command",,"DF1_BF5toPCI_dig[1].6"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 Stop Injection Command",,"DF1_BF5toPCI_dig[1].7"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 01 Alarm Reset Command",,"DF1_BF5toPCI_dig[1].8"
COMMENT,,DF1_BF5toPCI_dig,"Coal Valve line 01-manual close command",,"DF1_BF5toPCI_dig[1].9"
COMMENT,,DF1_BF5toPCI_dig,"coal valve line 01-manual open command",,"DF1_BF5toPCI_dig[1].10"
COMMENT,,DF1_BF5toPCI_dig,"Nitrogen valve line 01-manual close command",,"DF1_BF5toPCI_dig[1].11"
COMMENT,,DF1_BF5toPCI_dig,"Nitrogen valve line 01-manual open command",,"DF1_BF5toPCI_dig[1].12"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 Auto Mode Order",,"DF1_BF5toPCI_dig[2].0"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 Manual Mode Order",,"DF1_BF5toPCI_dig[2].1"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 Pre-Select Mode Order",,"DF1_BF5toPCI_dig[2].2"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 De-Select Mode Order",,"DF1_BF5toPCI_dig[2].3"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 Start Line Selection Order",,"DF1_BF5toPCI_dig[2].4"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 De-Select Line Selection Order",,"DF1_BF5toPCI_dig[2].5"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 Start Injection Command",,"DF1_BF5toPCI_dig[2].6"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 Stop Injection Command",,"DF1_BF5toPCI_dig[2].7"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 02 Alarm Reset Command",,"DF1_BF5toPCI_dig[2].8"
COMMENT,,DF1_BF5toPCI_dig,"Coal Valve line 02-manual close command",,"DF1_BF5toPCI_dig[2].9"
COMMENT,,DF1_BF5toPCI_dig,"Coal Valve line 02-manual open command",,"DF1_BF5toPCI_dig[2].10"
COMMENT,,DF1_BF5toPCI_dig,"Nitrogen valve line 02-manual close command",,"DF1_BF5toPCI_dig[2].11"
COMMENT,,DF1_BF5toPCI_dig,"Nitrogen valve line 02-manual open command",,"DF1_BF5toPCI_dig[2].12"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 03 Auto Mode Order",,"DF1_BF5toPCI_dig[3].0"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 03 Manual Mode Order",,"DF1_BF5toPCI_dig[3].1"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 03 Pre-Select Mode Order",,"DF1_BF5toPCI_dig[3].2"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 03 De-Select Mode Order",,"DF1_BF5toPCI_dig[3].3"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 03 Start Line Selection Order",,"DF1_BF5toPCI_dig[3].4"
COMMENT,,DF1_BF5toPCI_dig,"Tuyere 03 De-Select Line Selection Order",,"DF1_BF5toPCI_dig[3].5"
